Id,Label,GeoCategory,Affilations,Main Role,All Roles,Debut Year,Debut Region,Debut at Private Studio,lat,lon
3814,"罗国梁","Beijing","Beijing Film Studio (3)","Acting","Acting (2) & Scriptwriter (1)",1959,"Beijing","False",39.661055475241014,115.54406798312715
3815,"王应辅","Beijing / Northeast","Beijing Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (2)",1959,"Beijing","False",-0.9198480039955148,-0.37456652455640493
3816,"安冉","Beijing","Beijing Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)",1959,"Beijing","False",40.444250881976636,115.8023582360696
3817,"舒迈","Beijing","Beijing Film Studio (1)","Acting","Acting (1)",1959,"Beijing","False",39.855354126021375,117.24407824008955
3818,"梁燕生","Beijing","Beijing Film Studio (2)","Acting","Acting (2)",1959,"Beijing","False",39.531737069419854,115.49671586024397
3819,"陈翼云","Beijing","Beijing Film Studio (6)","美工 | 美术","美工 (3) & 美术 (3)",1959,"Beijing","False",39.548179121332716,117.35726288233724
3820,"莫仁楫","Beijing","Beijing Film Studio (5)","美术","美工 (1) & 美术 (4)",1959,"Beijing","False",39.21018452817504,117.30379317226952
3821,"苏夏","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)",1959,"Beijing","False",39.735345105345466,115.4325407854286
3822,"穆祥英","Beijing","Beijing Film Studio (1)","顾问","顾问 (1)",1959,"Beijing","False",39.64146383227438,115.60094734803333
3823,"黄飞立","Beijing","Beijing Film Studio (1) & August First Film Studio (1) & Pearl River Film Studio (1)","指挥","指挥 (3)",1959,"Beijing","False",39.22926184326253,116.32144034353541
3824,"村里","Beijing","Beijing Film Studio (2) & Haiyan Film Studio (1) & August First Film Studio (1)","Acting","Acting (3)",1959,"Beijing","False",38.95075629100884,115.65701099539511
3825,"鲁敏","Beijing","Beijing Film Studio (1)","选曲","选曲 (1)",1959,"Beijing","False",40.761107853100114,116.74991703017388
3826,"伍赛文","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter | Acting","Scriptwriter (1) & Acting (1)",1959,"Shanghai (state)","False",31.261914997490937,120.98729559398481
3827,"王山樵","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.07686128777176,122.35863772398334
3828,"芯莎","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.435827193599867,120.49120226910155
3829,"裴灼灼","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.497837341360277,120.93703543215743
3830,"王嫱","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.9165580699192,122.26006687463381
3831,"程影梅","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.02336366460129,121.88817617591768
3832,"陶醉娟","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.53438358690999,122.06182039240765
3833,"颜桦","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.77880336296025,121.61168207517237
3834,"钱爱丽","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.45564885851539,121.83149817259422
3835,"王美玉","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.234212923324694,121.3456592863946
3836,"陆菊生","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.60551571400699,120.6687846875377
3837,"唐雯","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.036301153755023,121.71198062713344
3838,"王雪艳","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.221892182062724,121.43483383236845
3839,"沈朔凤","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.909832630161148,122.33157800242783
3840,"金九红","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.983963948510628,121.66375829063425
3841,"王玉君","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",32.15099772759423,121.03080060926058
3842,"蒋天","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.33257654453222,121.75613312496436
3843,"范一平","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state) / Xinjiang","False",-0.5400504180537071,-0.5305997540370226
3844,"凌颂纯","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state) / Xinjiang","False",0.6056448306150881,-0.23738581588556706
3845,"权宽浮","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state) / Xinjiang","False",-0.009914136996778788,0.6823063408943797
3846,"尤索夫","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state) / Xinjiang","False",0.5233946538855829,-0.24137759345631982
3847,"赫捷耶夫","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state) / Xinjiang","False",0.2333317705329907,-0.01214248748305402
3848,"斯拉基丁","Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (2) & Beijing Film Studio (1)","Acting","Acting (2)",1959,"Shanghai (state) / Xinjiang","False",43.90776941896516,88.4197009585555
3849,"努尔·买买提","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.9327409708790815,-0.23464065076448337
3850,"托乎地·毛拉塔吉","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.60463720193879,-0.4465969992229575
3851,"热娜","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.9309529905192779,-0.9414589174131425
3852,"吐兰柯孜","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.4703666331254843,0.10172177699258733
3853,"赛尔具","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.7025190259762188,0.5048867129252701
3854,"素里唐·马木提","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.7583487351304581,-0.8436711373407839
3855,"吟迪尔·库特鲁克","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.9316033113256481,-0.06687960702334461
3856,"艾山·玉素甫","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.24862388140263625,-0.4145620940027994
3857,"乌尔尼沙","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.29762910511199636,-0.8344726908046758
3858,"陈英明","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.19513829799799298,-0.449635010453207
3859,"吐尔迪·木沙","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.2893117800934617,0.8449958544193699
3860,"阿依夏木","Xinjiang","Haiyan Film Studio (2) & Xinjiang Film Studio (4) & Xi'an Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (4) & 化妆 (2) & 独唱 (1)",1959,"Shanghai (state) / Xinjiang","False",43.21845769346301,88.39441059934364
3861,"买买提·依不拉音","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.7790254036209108,0.9523693424748181
3862,"托乎地·艾则孜","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.1264995535959308,-0.6067600035780145
3863,"祖农柯孜","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.32986758149497586,0.08789873714900964
3864,"吐尔逊","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.15467339219729803,0.18549277313775048
3865,"买买提江","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.40160154077575716,0.5612909900723868
3866,"尧鲁瓦斯汗","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",0.03705127775620798,0.1579053857668693
3867,"帕坦木","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Xinjiang","False",-0.9565252711171521,0.8680508131313212
3868,"买买提·克里木","Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (2)","Acting","Acting (2)",1959,"Shanghai (state) / Xinjiang","False",44.3552989888089,87.42358340884893
3869,"刘锦堂","Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (3)","摄影","摄影 (3)",1959,"Shanghai (state) / Xinjiang","False",44.394958160998634,87.84241672325727
3870,"库尔班","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","作曲","作曲 (1)",1959,"Shanghai (state) / Xinjiang","False",0.6617413281021198,0.6774133644296438
3871,"张锡澄","Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (3)","录音","录音 (3)",1959,"Shanghai (state) / Xinjiang","False",42.92462277290887,87.11709561664821
3872,"张昌源","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","剪辑","剪辑 (1)",1959,"Shanghai (state) / Xinjiang","False",-0.23981169340896913,-0.5515426400837122
3873,"李银祥","Shanghai (state) / Xinjiang","Haiyan Film Studio (1) & Xinjiang Film Studio (1)","制片主任","制片主任 (1)",1959,"Shanghai (state) / Xinjiang","False",-0.45900605191459065,-0.9212977430556362
3874,"孙铮","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",31.79053180976713,121.51322640841956
3875,"肖龙","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",30.74311629350326,120.4915149507182
3876,"白芦","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",31.712968122187494,121.5321824701897
3877,"陈超颖","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.667542940435155,121.62856007535959
3878,"吴立民","Shanghai (state)","Haiyan Film Studio (1) & Tianma Film Studio (1)","Acting","Acting (2)",1959,"Shanghai (state)","False",31.413554100296135,121.7500705919249
3879,"胡小东","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",32.113452583473176,122.2415419497048
3880,"何立己","Shanghai (state)","Haiyan Film Studio (2) & August First Film Studio (1)","Acting","Acting (2)",1959,"Shanghai (state)","False",31.404279654052992,121.2338375292428
3881,"佟亚明","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.864578901706935,121.31913841238482
3882,"耿心钰","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.96586835400547,122.26814544935682
3883,"金小静","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.927715128805076,120.53388377425216
3884,"于伶","Shanghai (state)","Haiyan Film Studio (1) & Tianma Film Studio (1)","Scriptwriter","Scriptwriter (2)",1959,"Shanghai (state)","False",31.056044123728707,122.26214209365021
3885,"孟波","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter | 音乐顾问","Scriptwriter (1) & 音乐顾问 (1)",1959,"Shanghai (state)","False",30.450533928613293,120.60756603628988
3886,"蔡绍序","Shanghai (state)","Haiyan Film Studio (1) & Tianma Film Studio (1)","歌唱 | 独唱","歌唱 (1) & 独唱 (1)",1959,"Shanghai (state)","False",31.467632797022382,122.46400278904507
3887,"任桂珍","Shanghai (state)","Haiyan Film Studio (2) & Tianma Film Studio (1)","独唱","歌唱 (1) & 独唱 (2)",1959,"Shanghai (state)","False",31.35094186339016,121.91606654530086
3888,"稽启明","Beijing / Shanghai (state)","Haiyan Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (2)",1959,"Shanghai (state)","False",0.8713923840714031,0.021812191004321413
3889,"卢柯","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.35236569232468,121.90157513640573
3890,"蒋浩生","Shanghai (state)","Haiyan Film Studio (2)","制片","制片 (2)",1959,"Shanghai (state)","False",30.89549694307028,121.47090691446381
3891,"田念萱","Shanghai (state)","Haiyan Film Studio (2)","Scriptwriter","Scriptwriter (2)",1959,"Shanghai (state)","False",32.07444459792326,121.14331480356178
3892,"程景山","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",30.67872469849589,121.77865339769998
3893,"张道亚","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",31.84618285638124,121.78361557041714
3894,"吴文","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",32.035630872022644,120.48178871631694
3895,"唐健","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",30.98869313031682,122.41437793728807
3896,"梁波罗","Shanghai (state)","Haiyan Film Studio (4) & Tianma Film Studio (1)","Acting","Acting (3) & Scriptwriter (1)",1959,"Shanghai (state)","False",31.10531265306631,121.73190424927995
3897,"戴煦瑜","Shanghai (state)","Haiyan Film Studio (1)","军事顾问","军事顾问 (1)",1959,"Shanghai (state)","False",31.457240766568813,120.49967162243951
3898,"毕立奎","Shanghai (state)","Haiyan Film Studio (4)","制片","制片 (2) & 副制片主任 (1) & 制片主任 (1) & Acting (1)",1959,"Shanghai (state)","False",31.181602929315332,121.59380649369282
3899,"吴云芳","Shanghai (state)","Haiyan Film Studio (5) & Tianma Film Studio (3)","Acting","Acting (7)",1959,"Shanghai (state)","False",30.937376032503956,120.9434162372521
3900,"叶元","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",30.957656114594165,122.24234202571233
3901,"季光","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.757520409736028,121.50679552893602
3902,"任广智","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.30991904622265,121.61982532686766
3903,"田风","Shanghai (state)","Haiyan Film Studio (1)","副导演","副导演 (1)",1959,"Shanghai (state)","False",30.310450562989995,122.43825906647116
3904,"王鲁明","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Anhui","False",-0.6029926791133107,0.8582643025265819
3905,"陈文明","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Anhui","False",0.8383024538873001,-0.5740316287032647
3906,"熊少云","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (2) & Jiangnan Film Studio (1)","Acting","Acting (2)",1959,"Shanghai (state) / Anhui","False",0.6356350705113438,0.3384281430893845
3907,"张云风","Shanghai (state)","Haiyan Film Studio (2) & Anhui Film Studio (1) & Hong Kong Dapeng Film Company (1)","Acting","Acting (2)",1959,"Shanghai (state) / Anhui","False",30.733994519590123,120.55534758007103
3908,"田玉莲","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Anhui","False",-0.48632467077215713,0.12455772903420148
3909,"黄福影","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Anhui","False",0.34794991787164364,-0.43719739296304083
3910,"潘景猁","Shanghai (state) / Anhui","Haiyan Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state) / Anhui","False",0.5632557396116087,-0.5300292401423359
3911,"吴白甸","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",30.614672168788243,120.90167449773254
3912,"银川","Shanghai (state)","Haiyan Film Studio (1)","Scriptwriter","Scriptwriter (1)",1959,"Shanghai (state)","False",31.344522268485605,120.9224670818337
3913,"华素琴","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.877110731659034,121.18459738977961
3914,"高秀英","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.940132058348333,121.69219313806072
3915,"蒋剑奎","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.7966270810559,120.65403331940685
3916,"杭麟童","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.172464933852257,121.64087714261085
3917,"王美云","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",30.424753810030126,120.50585992179876
3918,"任桂香","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.47076989380774,120.77249997885079
3919,"石玉芳","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.08861417247901,121.36588997848263
3920,"蒋剑锋","Shanghai (state)","Haiyan Film Studio (1)","Acting","Acting (1)",1959,"Shanghai (state)","False",31.990793512338005,121.87441983748622
