yu dao zhi zi,Pearl River Film Studio,Canton
xue hai yin shan,Xi'an Film Studio,Xi'an
tian shan ge sheng,Xi'an Film Studio,Xi'an
xian hua duo duo kai,Xi'an Film Studio,Xi'an
ren xiao zhi da,Zhejiang Film Studio,Zhejiang
gan xiang gan zuo de ren,Shandong Film Studio,Shandong
er du mei,Wuhan Film Studio,Hubei
huan hun ji,Changchun Film Studio,Northeast
hong yan,Changchun Film Studio,Northeast
tai yang gang gang chu shan,Changchun Film Studio,Northeast
tuan yuan zhi hou,Changchun Film Studio,Northeast
kun lun tie ji,Changchun Film Studio,Northeast
zai sheng ji,Changchun Film Studio,Northeast
tie dao wei shi,Changchun Film Studio,Northeast
feng huo lie che,Changchun Film Studio,Northeast
shen yang shou,Changchun Film Studio,Northeast
shi ji lang,Changchun Film Studio,Northeast
pan yang song,Changchun Film Studio,Northeast
liu san jie,Changchun Film Studio,Northeast
qiang di song,Changchun Film Studio,Northeast
dong feng di yi zhi,Changchun Film Studio,Northeast
kong yin he,Changchun Film Studio,Northeast
wo men shi yi dai ren,Changchun Film Studio,Northeast
you yuan jing meng (1960),Beijing Film Studio,Beijing
wei le liu shi yi ge jie ji xiong di,Beijing Film Studio,Beijing
yang men nv jiang,Beijing Film Studio,Beijing
wu cai lu,Beijing Film Studio,Beijing
yi ge ming de ming yi,Beijing Film Studio,Beijing
hong hua bian di kai,Beijing Film Studio,Beijing
chun nuan hua kai,Beijing Film Studio,Beijing
geng yun bo yu,Beijing Film Studio,Beijing
hong qi pu,Beijing Film Studio,Beijing
ge ming jia ting,Beijing Film Studio,Beijing
liu shi nian dai di yi chun,Haiyan Film Studio,Shanghai (state)
chuang guan,Haiyan Film Studio,Shanghai (state)
ji liu,Haiyan Film Studio,Shanghai (state)
mian dian wen hua dai biao tuan fang hua yan chu,Haiyan Film Studio,Shanghai (state)
mo ya dai,Haiyan Film Studio,Shanghai (state)
ma lan hua,Haiyan Film Studio,Shanghai (state)
guan han qing,Haiyan Film Studio,Shanghai (state)
qin niang mei,Haiyan Film Studio,Shanghai (state)
nv shen,Haiyan Film Studio,Shanghai (state)
ta men de xin yuan,Tianma Film Studio,Shanghai (state)
feng liu ren wu shu jin zhao,Tianma Film Studio,Shanghai (state)
xiang yang hua kai,Tianma Film Studio,Shanghai (state)
dou shi ting,Tianma Film Studio,Shanghai (state)
sun wu kong san da bai gu jing,Tianma Film Studio,Shanghai (state)
hong ying zhan chi,August First Film Studio,Beijing
shi er ci lie che,August First Film Studio,Beijing
san ba xian shang,August First Film Studio,Beijing
ke shan hong ri,August First Film Studio,Beijing
lin hai xue yuan,August First Film Studio,Beijing
hong ying,August First Film Studio,Beijing
meng long sha,August First Film Studio,Beijing
qi xi,August First Film Studio,Beijing
ying xiong shi pian,Pearl River Film Studio,Canton
xin dui yuan,Pearl River Film Studio,Canton
hui yan dan xin,Pearl River Film Studio,Canton
bi kong yin hua,Xi'an Film Studio,Xi'an
yong heng de you yi,Xi'an Film Studio,Xi'an
kang han qu,Xi'an Film Studio,Xi'an
cao yuan feng bao,Xi'an Film Studio,Xi'an
san di xue,Xi'an Film Studio,Xi'an
yi wen qian,Xi'an Film Studio,Xi'an
jia ling jiang bian,Emei Film Studio,Sichuan
liang dai ren,Xinjiang Film Studio,Xinjiang
qin ren,Wuhan Film Studio,Hubei
ge ming feng bao zhan sheng long juan feng,Wuhan Film Studio,Hubei
fu zi lia,Studio of Beijing Film Academy,Beijing
ta men zai zhan dou,Xinjiang Film Studio,Xinjiang
bei lei chu kai,Tianjin Film Studio,Tianjin
ma xi tuan de xin jie mu,Changchun Film Studio,Northeast
wan mu chun,Changchun Film Studio,Northeast
jian shui dong liu,Changchun Film Studio,Northeast
dong mei,Changchun Film Studio,Northeast
shu jia de li wu,Changchun Film Studio,Northeast
hong hu chi wei dui,Beijing Film Studio,Beijing
bao feng zhou yu,Beijing Film Studio,Beijing
